sample_id,group_id,annotation_id,image_path,mask_path,leaf_mask_path,image_materialization,label,labels_in_json,image_width,image_height,lesion_pixels,leaf_pixels_heuristic,lesion_fraction_image,lesion_fraction_heuristic_leaf,early_blight_pixels,late_blight_pixels,bacterial_spot_pixels,shape_count,status,split
2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_flipLR,2dc5d67b-cfe6-4337-b966-4a499bfad825,2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_flipLR,artifacts/data/mc_unet/images/2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_flipLR.jpg,artifacts/data/mc_unet/masks/2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2dc5d67b-cfe6-4337-b966-4a499bfad825___GHLB2 Leaf 8761_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,6982,65536,0.106536865234375,0.106536865234375,0,6982,0,1,ok,train
2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99,2dd36c99-7454-499f-8ff5-d25a01568d33,2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99,artifacts/data/mc_unet/images/2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.jpg,artifacts/data/mc_unet/masks/2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.png,artifacts/data/mc_unet/leaf_masks_heuristic/2dd36c99-7454-499f-8ff5-d25a01568d33___GHLB2 Leaf 99.png,source_jpg,late_blight,Tomato_Late_blight,256,256,1268,65536,0.01934814453125,0.01934814453125,0,1268,0,5,ok,train
2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441,2df8ffd2-e986-46cf-93bf-f271921701c2,2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441,artifacts/data/mc_unet/images/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441.jpg,artifacts/data/mc_unet/masks/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441.png,artifacts/data/mc_unet/leaf_masks_heuristic/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441.png,source_jpg,late_blight,Tomato_Late_blight,256,256,16045,65536,0.2448272705078125,0.2448272705078125,0,16045,0,1,ok,train
2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441_flipLR,2df8ffd2-e986-46cf-93bf-f271921701c2,2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441_flipLR,artifacts/data/mc_unet/images/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441_flipLR.jpg,artifacts/data/mc_unet/masks/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2df8ffd2-e986-46cf-93bf-f271921701c2___RS_Late.B 5441_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,15260,65536,0.23284912109375,0.23284912109375,0,15260,0,1,ok,train
2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224,2e44b9e9-05f3-4465-9747-b90a5ea44579,2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224,artifacts/data/mc_unet/images/2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224.jpg,artifacts/data/mc_unet/masks/2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e44b9e9-05f3-4465-9747-b90a5ea44579___UF.GRC_BS_Lab Leaf 0224.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,2720,65536,0.04150390625,0.04150390625,0,0,2720,4,ok,val
2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911,2e493726-b22f-4e98-a2e2-418a4425cafb,2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911,artifacts/data/mc_unet/images/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911.jpg,artifacts/data/mc_unet/masks/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911.png,source_jpg,late_blight,Tomato_Late_blight,256,256,7889,65536,0.1203765869140625,0.1203765869140625,0,7889,0,3,ok,train
2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911_flipLR,2e493726-b22f-4e98-a2e2-418a4425cafb,2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911_flipLR,artifacts/data/mc_unet/images/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911_flipLR.jpg,artifacts/data/mc_unet/masks/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,7446,65536,0.113616943359375,0.113616943359375,0,7446,0,2,ok,train
2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976,2e5a8b76-c1d5-432c-bbde-7589e087b120,2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976,artifacts/data/mc_unet/images/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976.jpg,artifacts/data/mc_unet/masks/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976.png,source_jpg,late_blight,Tomato_Late_blight,256,256,15091,65536,0.2302703857421875,0.2302703857421875,0,15091,0,1,ok,test
2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR,2e5a8b76-c1d5-432c-bbde-7589e087b120,2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR,artifacts/data/mc_unet/images/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR.jpg,artifacts/data/mc_unet/masks/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e5a8b76-c1d5-432c-bbde-7589e087b120___GHLB2 Leaf 8976_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,15129,65536,0.2308502197265625,0.2308502197265625,0,15129,0,1,ok,test
2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241,2e604e19-fcb1-4d3c-9c04-4b154e1ca480,2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241,artifacts/data/mc_unet/images/2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241.jpg,artifacts/data/mc_unet/masks/2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e604e19-fcb1-4d3c-9c04-4b154e1ca480___UF.GRC_BS_Lab Leaf 9241.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6413,65536,0.0978546142578125,0.0978546142578125,0,0,6413,4,ok,test
2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080,2e62a850-078e-44ce-ac30-6b940479e017,2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080,artifacts/data/mc_unet/images/2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080.jpg,artifacts/data/mc_unet/masks/2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e62a850-078e-44ce-ac30-6b940479e017___RS_Late.B 6080.png,source_jpg,late_blight,Tomato_Late_blight,256,256,6893,65536,0.1051788330078125,0.1051788330078125,0,6893,0,2,ok,train
2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925,2e6c4476-c99f-4f05-a1bd-70701326a15d,2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925,artifacts/data/mc_unet/images/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925.jpg,artifacts/data/mc_unet/masks/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925.png,source_jpg,late_blight,Tomato_Late_blight,256,256,9585,65536,0.1462554931640625,0.1462554931640625,0,9585,0,2,ok,train
2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_flipLR,2e6c4476-c99f-4f05-a1bd-70701326a15d,2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_flipLR,artifacts/data/mc_unet/images/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_flipLR.jpg,artifacts/data/mc_unet/masks/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e6c4476-c99f-4f05-a1bd-70701326a15d___GHLB2 Leaf 8925_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,9956,65536,0.15191650390625,0.15191650390625,0,9956,0,2,ok,train
2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151,2e6fd489-d873-4fc6-a908-467765017508,2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151,artifacts/data/mc_unet/images/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151.jpg,artifacts/data/mc_unet/masks/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151.png,source_jpg,late_blight,Tomato_Late_blight,256,256,15655,65536,0.2388763427734375,0.2388763427734375,0,15655,0,2,ok,train
2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151_flipLR,2e6fd489-d873-4fc6-a908-467765017508,2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151_flipLR,artifacts/data/mc_unet/images/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151_flipLR.jpg,artifacts/data/mc_unet/masks/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e6fd489-d873-4fc6-a908-467765017508___GHLB2 Leaf 151_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,15747,65536,0.2402801513671875,0.2402801513671875,0,15747,0,2,ok,train
2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470,2e7b090e-4fc6-42f2-8bf6-3f84b32712e5,2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470,artifacts/data/mc_unet/images/2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470.jpg,artifacts/data/mc_unet/masks/2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470.png,source_jpg,early_blight,Tomato_Early_blight,256,256,9312,65536,0.14208984375,0.14208984375,9312,0,0,6,ok,train
2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100,2e86ab04-c41e-4a4b-a674-552176d72ab1,2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100,artifacts/data/mc_unet/images/2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100.jpg,artifacts/data/mc_unet/masks/2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100.png,source_jpg,late_blight,Tomato_Late_blight,256,256,3544,65536,0.0540771484375,0.0540771484375,0,3544,0,9,ok,test
2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352,2e8f61d8-0d5d-46e3-a597-ede96855a4fe,2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352,artifacts/data/mc_unet/images/2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352.jpg,artifacts/data/mc_unet/masks/2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e8f61d8-0d5d-46e3-a597-ede96855a4fe___RS_Late.B 5352.png,source_jpg,late_blight,Tomato_Late_blight,256,256,6587,65536,0.1005096435546875,0.1005096435546875,0,6587,0,6,ok,train
2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938,2e917b6c-8617-419d-b54e-2e5222d88e09,2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938,artifacts/data/mc_unet/images/2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938.jpg,artifacts/data/mc_unet/masks/2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938.png,artifacts/data/mc_unet/leaf_masks_heuristic/2e917b6c-8617-419d-b54e-2e5222d88e09___UF.GRC_BS_Lab Leaf 8938.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,28235,65536,0.4308319091796875,0.4308319091796875,0,0,28235,1,ok,train
2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164,2ec39ffa-c356-4d31-8153-f2e4bc9a1449,2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164,artifacts/data/mc_unet/images/2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164.jpg,artifacts/data/mc_unet/masks/2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164.png,artifacts/data/mc_unet/leaf_masks_heuristic/2ec39ffa-c356-4d31-8153-f2e4bc9a1449___RS_Late.B 5164.png,source_jpg,late_blight,Tomato_Late_blight,256,256,11238,65536,0.171478271484375,0.171478271484375,0,11238,0,2,ok,train
2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614,2edc83c5-b45e-4f4e-ba56-1ff26c33abea,2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614,artifacts/data/mc_unet/images/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614.jpg,artifacts/data/mc_unet/masks/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614.png,artifacts/data/mc_unet/leaf_masks_heuristic/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614.png,source_jpg,late_blight,Tomato_Late_blight,256,256,3940,65536,0.06011962890625,0.06011962890625,0,3940,0,3,ok,train
2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_flipLR,2edc83c5-b45e-4f4e-ba56-1ff26c33abea,2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_flipLR,artifacts/data/mc_unet/images/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_flipLR.jpg,artifacts/data/mc_unet/masks/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2edc83c5-b45e-4f4e-ba56-1ff26c33abea___RS_Late.B 5614_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,4355,65536,0.0664520263671875,0.0664520263671875,0,4355,0,3,ok,train
2ef1523a-213c-4c36-af0a-8473fb932452___UF.GRC_BS_Lab Leaf 0364,2ef1523a-213c-4c36-af0a-8473fb932452,2ef1523a-213c-4c36-af0a-8473fb932452___UF.GRC_BS_Lab Leaf 0364,artifacts/data/mc_unet/images/2ef1523a-213c-4c36-af0a-8473fb932452___UF.GRC_BS_Lab Leaf 0364.jpg,artifacts/data/mc_unet/masks/2ef1523a-213c-4c36-af0a-8473fb932452___UF.GRC_BS_Lab Leaf 0364.png,artifacts/data/mc_unet/leaf_masks_heuristic/2ef1523a-213c-4c36-af0a-8473fb932452___UF.GRC_BS_Lab Leaf 0364.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6654,65536,0.101531982421875,0.101531982421875,0,0,6654,4,ok,train
2ef68d83-8e54-49b9-9a2e-67382e843a31___GCREC_Bact.Sp 3190,2ef68d83-8e54-49b9-9a2e-67382e843a31,2ef68d83-8e54-49b9-9a2e-67382e843a31___GCREC_Bact.Sp 3190,artifacts/data/mc_unet/images/2ef68d83-8e54-49b9-9a2e-67382e843a31___GCREC_Bact.Sp 3190.jpg,artifacts/data/mc_unet/masks/2ef68d83-8e54-49b9-9a2e-67382e843a31___GCREC_Bact.Sp 3190.png,artifacts/data/mc_unet/leaf_masks_heuristic/2ef68d83-8e54-49b9-9a2e-67382e843a31___GCREC_Bact.Sp 3190.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,963,65536,0.0146942138671875,0.0146942138671875,0,0,963,3,ok,train
2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780,2efd143b-619d-455d-9b16-95536cad01e3,2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780,artifacts/data/mc_unet/images/2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780.jpg,artifacts/data/mc_unet/masks/2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780.png,artifacts/data/mc_unet/leaf_masks_heuristic/2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780.png,source_jpg,early_blight,Tomato_Early_blight,256,256,1144,65536,0.0174560546875,0.0174560546875,1144,0,0,5,ok,train
2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582,2effb567-7a19-49c6-b819-e79c9f3a03ab,2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582,artifacts/data/mc_unet/images/2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582.jpg,artifacts/data/mc_unet/masks/2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582.png,artifacts/data/mc_unet/leaf_masks_heuristic/2effb567-7a19-49c6-b819-e79c9f3a03ab___GCREC_Bact.Sp 3582.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,5780,65536,0.08819580078125,0.08819580078125,0,0,5780,2,ok,test
2f08688f-f6ea-4772-bfa3-5a995e38988c___GHLB2 Leaf 8827_flipLR,2f08688f-f6ea-4772-bfa3-5a995e38988c,2f08688f-f6ea-4772-bfa3-5a995e38988c___GHLB2 Leaf 8827_flipLR,artifacts/data/mc_unet/images/2f08688f-f6ea-4772-bfa3-5a995e38988c___GHLB2 Leaf 8827_flipLR.jpg,artifacts/data/mc_unet/masks/2f08688f-f6ea-4772-bfa3-5a995e38988c___GHLB2 Leaf 8827_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f08688f-f6ea-4772-bfa3-5a995e38988c___GHLB2 Leaf 8827_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,5956,65536,0.09088134765625,0.09088134765625,0,5956,0,1,ok,train
2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665,2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43,2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665,artifacts/data/mc_unet/images/2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665.jpg,artifacts/data/mc_unet/masks/2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,1667,65536,0.0254364013671875,0.0254364013671875,0,0,1667,7,ok,train
2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919,2f26c159-70bd-4405-b61e-150aaf779c41,2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919,artifacts/data/mc_unet/images/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919.jpg,artifacts/data/mc_unet/masks/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919.png,source_jpg,late_blight,Tomato_Late_blight,256,256,8353,65536,0.1274566650390625,0.1274566650390625,0,8353,0,1,ok,train
2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919_flipLR,2f26c159-70bd-4405-b61e-150aaf779c41,2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919_flipLR,artifacts/data/mc_unet/images/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919_flipLR.jpg,artifacts/data/mc_unet/masks/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f26c159-70bd-4405-b61e-150aaf779c41___RS_Late.B 4919_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,8260,65536,0.12603759765625,0.12603759765625,0,8260,0,1,ok,train
2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211,2f3e2c44-a83b-4f72-a831-ac42aec1020e,2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211,artifacts/data/mc_unet/images/2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211.jpg,artifacts/data/mc_unet/masks/2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f3e2c44-a83b-4f72-a831-ac42aec1020e___UF.GRC_BS_Lab Leaf 0211.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6711,65536,0.1024017333984375,0.1024017333984375,0,0,6711,4,ok,train
2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616,2f433332-c89a-482b-993b-37a3a10096e0,2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616,artifacts/data/mc_unet/images/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616.jpg,artifacts/data/mc_unet/masks/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616.png,source_jpg,late_blight,Tomato_Late_blight,256,256,5183,65536,0.0790863037109375,0.0790863037109375,0,5183,0,1,ok,train
2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616_flipLR,2f433332-c89a-482b-993b-37a3a10096e0,2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616_flipLR,artifacts/data/mc_unet/images/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616_flipLR.jpg,artifacts/data/mc_unet/masks/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f433332-c89a-482b-993b-37a3a10096e0___GHLB2 Leaf 8616_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,4501,65536,0.0686798095703125,0.0686798095703125,0,4501,0,1,ok,train
2f48b422-e9b2-4143-8b7f-c44cea6fb2fd___UF.GRC_BS_Lab Leaf 0450,2f48b422-e9b2-4143-8b7f-c44cea6fb2fd,2f48b422-e9b2-4143-8b7f-c44cea6fb2fd___UF.GRC_BS_Lab Leaf 0450,artifacts/data/mc_unet/images/2f48b422-e9b2-4143-8b7f-c44cea6fb2fd___UF.GRC_BS_Lab Leaf 0450.jpg,artifacts/data/mc_unet/masks/2f48b422-e9b2-4143-8b7f-c44cea6fb2fd___UF.GRC_BS_Lab Leaf 0450.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f48b422-e9b2-4143-8b7f-c44cea6fb2fd___UF.GRC_BS_Lab Leaf 0450.png,source_jpg,bacterial_spot,Tomato_Bacterial_spot,256,256,6295,65536,0.0960540771484375,0.0960540771484375,0,0,6295,6,ok,train
2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856_flipLR,2f5aefb2-4bdc-4a55-81e3-c19a6982b605,2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856_flipLR,artifacts/data/mc_unet/images/2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856_flipLR.jpg,artifacts/data/mc_unet/masks/2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856_flipLR.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f5aefb2-4bdc-4a55-81e3-c19a6982b605___RS_Late.B 4856_flipLR.png,source_jpg,late_blight,Tomato_Late_blight,256,256,2397,65536,0.0365753173828125,0.0365753173828125,0,2397,0,2,ok,train
2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374,2f6115d3-4997-4174-aa6a-9025c654e81f,2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374,artifacts/data/mc_unet/images/2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.jpg,artifacts/data/mc_unet/masks/2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.png,source_jpg,early_blight,Tomato_Early_blight,256,256,24370,65536,0.371856689453125,0.371856689453125,24370,0,0,1,ok,train
2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555,2f6eb969-db8b-48ae-954d-f716a61fce22,2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555,artifacts/data/mc_unet/images/2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555.jpg,artifacts/data/mc_unet/masks/2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555.png,artifacts/data/mc_unet/leaf_masks_heuristic/2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555.png,source_jpg,late_blight,Tomato_Late_blight,256,256,4608,65536,0.0703125,0.0703125,0,4608,0,1,ok,test
